order_id,shop_id,user_id,order_amount,total_items,payment_method,created_at
418,64,723,266,2,cash,2017-03-03 16:44
419,77,838,312,2,debit,2017-03-05 14:02
420,84,873,153,1,credit_card,2017-03-05 1:28
421,8,914,132,1,debit,2017-03-27 9:49
422,97,886,486,3,debit,2017-03-14 3:58
423,59,864,356,2,debit,2017-03-18 20:23
424,46,748,332,2,debit,2017-03-12 6:36
425,79,932,543,3,debit,2017-03-09 12:04
426,5,759,142,1,debit,2017-03-25 23:22
427,20,893,508,4,debit,2017-03-28 1:23
428,99,905,195,1,debit,2017-03-10 5:54
429,22,838,292,2,debit,2017-03-04 13:55
430,54,762,266,2,debit,2017-03-03 23:40
431,20,709,508,4,cash,2017-03-27 13:43
432,98,841,266,2,credit_card,2017-03-12 18:26
433,93,748,228,2,debit,2017-03-07 1:02
434,39,853,134,1,debit,2017-03-28 17:11
435,60,768,354,2,credit_card,2017-03-19 12:58
436,43,869,362,2,debit,2017-03-21 1:09
437,59,976,178,1,debit,2017-03-27 5:28
438,4,770,128,1,debit,2017-03-08 13:11
439,84,835,459,3,debit,2017-03-15 23:32
440,72,972,160,1,credit_card,2017-03-26 8:14
441,46,870,332,2,debit,2017-03-18 12:21
442,98,856,399,3,credit_card,2017-03-22 7:58
443,9,953,118,1,credit_card,2017-03-30 2:14
444,68,938,272,2,debit,2017-03-06 9:04
445,50,787,193,1,debit,2017-03-21 10:26
446,52,732,292,2,debit,2017-03-02 7:24
447,96,957,459,3,debit,2017-03-09 8:40
448,84,789,612,4,cash,2017-03-09 1:31
449,75,848,128,1,credit_card,2017-03-06 3:24
450,91,841,320,2,credit_card,2017-03-06 13:34
451,81,949,531,3,debit,2017-03-02 9:41
452,63,749,272,2,credit_card,2017-03-24 10:15
453,89,779,392,2,debit,2017-03-16 18:22
454,91,920,320,2,cash,2017-03-30 19:38
455,37,944,568,4,credit_card,2017-03-19 15:49
456,63,932,408,3,cash,2017-03-29 20:56
457,17,782,352,2,debit,2017-03-19 22:06
458,75,732,256,2,credit_card,2017-03-06 2:32
459,87,867,298,2,debit,2017-03-25 11:16
460,33,898,519,3,credit_card,2017-03-01 1:17
461,70,748,346,2,credit_card,2017-03-27 14:30
462,65,983,154,1,credit_card,2017-03-11 18:27
463,95,728,336,2,cash,2017-03-28 5:10
464,85,966,172,1,credit_card,2017-03-30 16:31
465,85,835,516,3,debit,2017-03-28 20:12
466,23,952,312,2,credit_card,2017-03-21 23:43
467,7,941,224,2,credit_card,2017-03-10 17:10
468,87,896,149,1,debit,2017-03-10 20:08
469,2,841,188,2,cash,2017-03-21 18:38
470,23,892,156,1,debit,2017-03-09 22:33
471,24,776,280,2,debit,2017-03-11 2:39
472,27,774,169,1,credit_card,2017-03-23 19:54
473,99,914,195,1,cash,2017-03-09 5:52
474,63,966,272,2,credit_card,2017-03-09 2:41
475,99,829,390,2,debit,2017-03-06 4:27
476,55,738,171,1,debit,2017-03-11 15:41
477,29,784,163,1,debit,2017-03-25 11:58
478,44,998,144,1,credit_card,2017-03-06 20:51
479,25,822,260,2,debit,2017-03-18 4:53
480,93,724,114,1,credit_card,2017-03-04 1:46
481,4,757,512,4,debit,2017-03-25 18:08
482,100,889,222,2,cash,2017-03-18 6:50
483,100,947,111,1,debit,2017-03-21 11:23
484,88,989,352,2,credit_card,2017-03-08 9:18
485,59,748,534,3,debit,2017-03-18 14:37
486,95,884,504,3,debit,2017-03-07 19:28
487,26,778,176,1,cash,2017-03-21 12:42
488,59,937,178,1,credit_card,2017-03-04 18:15
489,9,790,118,1,debit,2017-03-01 23:27
490,40,989,322,2,credit_card,2017-03-26 8:51
491,78,936,51450,2,debit,2017-03-26 17:08
492,18,727,156,1,debit,2017-03-19 11:27
493,4,877,256,2,debit,2017-03-22 1:52
494,78,983,51450,2,cash,2017-03-16 21:39
495,65,796,308,2,credit_card,2017-03-13 13:47
496,59,974,712,4,debit,2017-03-10 8:59
497,12,818,402,2,cash,2017-03-04 7:42
498,19,831,489,3,credit_card,2017-03-29 8:50
499,89,827,392,2,credit_card,2017-03-28 2:44
500,75,959,256,2,debit,2017-03-20 1:41
501,25,932,520,4,credit_card,2017-03-27 1:40
502,36,855,130,1,credit_card,2017-03-18 0:18
503,23,786,156,1,cash,2017-03-28 1:24
504,60,764,177,1,debit,2017-03-25 15:10
505,35,989,164,1,debit,2017-03-20 21:04
506,13,970,480,3,cash,2017-03-18 8:25
507,24,896,420,3,credit_card,2017-03-14 9:59
508,19,997,163,1,debit,2017-03-23 4:02
509,72,810,160,1,debit,2017-03-15 17:49
510,27,842,169,1,cash,2017-03-22 6:42
511,14,923,116,1,debit,2017-03-21 10:41
512,78,967,51450,2,cash,2017-03-09 7:23
513,61,798,316,2,debit,2017-03-23 13:56
514,72,881,480,3,debit,2017-03-07 11:14
515,94,858,670,5,cash,2017-03-11 22:07
516,19,762,163,1,cash,2017-03-20 11:57
517,80,946,145,1,cash,2017-03-21 7:43
518,35,759,328,2,debit,2017-03-08 22:40
519,59,827,178,1,credit_card,2017-03-05 12:30
520,16,961,312,2,debit,2017-03-15 11:39
521,42,607,704000,2000,credit_card,2017-03-02 4:00
522,89,716,392,2,cash,2017-03-23 15:25
523,46,761,830,5,credit_card,2017-03-26 19:07
524,51,890,561,3,credit_card,2017-03-22 1:28
525,8,823,396,3,cash,2017-03-26 17:16
526,73,830,660,4,cash,2017-03-01 6:42
527,14,844,116,1,cash,2017-03-08 21:57
528,50,940,579,3,debit,2017-03-26 5:17
529,5,839,142,1,debit,2017-03-29 16:05
530,40,978,483,3,cash,2017-03-23 20:01
531,56,804,117,1,cash,2017-03-02 21:50
532,55,959,171,1,credit_card,2017-03-17 10:38
533,73,996,495,3,debit,2017-03-03 12:03
534,88,821,352,2,debit,2017-03-13 5:02
535,10,989,444,3,credit_card,2017-03-22 3:28
536,9,737,236,2,credit_card,2017-03-17 22:40
537,39,968,402,3,credit_card,2017-03-18 6:40
538,21,997,426,3,debit,2017-03-18 19:15
539,25,895,130,1,credit_card,2017-03-19 12:59
540,23,950,312,2,debit,2017-03-20 21:20
541,82,967,177,1,credit_card,2017-03-10 18:42
542,61,716,158,1,debit,2017-03-01 13:28
543,15,984,612,4,cash,2017-03-01 16:09
544,54,986,266,2,credit_card,2017-03-30 6:07
545,58,724,276,2,cash,2017-03-11 2:17
546,37,734,568,4,cash,2017-03-21 20:56
547,31,713,258,2,credit_card,2017-03-15 4:41
548,61,980,158,1,cash,2017-03-06 22:10
549,66,850,644,4,debit,2017-03-18 3:26
550,53,788,336,3,cash,2017-03-17 6:59
551,48,790,117,1,debit,2017-03-25 4:00
552,49,947,258,2,credit_card,2017-03-07 15:33
553,10,769,148,1,cash,2017-03-20 11:38
554,49,793,258,2,debit,2017-03-26 14:02
555,79,863,181,1,cash,2017-03-06 3:00
556,39,976,268,2,credit_card,2017-03-09 6:06
557,34,947,122,1,cash,2017-03-30 13:52
558,91,920,160,1,credit_card,2017-03-06 14:48
559,50,755,579,3,debit,2017-03-07 22:45
560,65,807,462,3,debit,2017-03-30 8:25
561,50,762,386,2,credit_card,2017-03-18 10:22
562,45,927,142,1,credit_card,2017-03-02 10:02
563,59,883,356,2,credit_card,2017-03-14 3:14
